SEMANA_LABEL;CODWCP;LINHA;CODPROD;DESCRPROD;OBSETIQUETA;CODVOL;USOPROD;SEGUNDA;TERCA;QUARTA;QUINTA;SEXTA;SABADO;DOMINGO;SEQ;QTDAPONTADA;TOTALSEMANA;SALDOSEMANA
2025-50;45;AZEITONA 80-100-120-1000-1600-1800;8638;AZEITONA VERDE COM CAROÇO POUCH 80G SADIO;;CX;Venda;;;550;550;550;550;;;1390;;
2025-50;45;AZEITONA 80-100-120-1000-1600-1800;8642;AZEITONA VERDE COM CAROÇO POUCH 120G SADIO;;CX;Venda;200;550;;;;;;;521;;
2025-50;12;CANELA 35G PÓ;8646;CANELA PO POTE 35G DATERRA;;CX;Venda;;25;;;;;;;25;;
2025-50;5;MOLHINHO 150 1;8718;MOLHO SHOYU 150ML DUBOM;;CX;Venda;516;;;;;;;;516;;
2025-50;5;MOLHINHO 150 1;8720;MOLHO DE ALHO 150ML DUBOM;;CX;Venda;981;;273;;;;;;982;;
2025-50;3;TEMPERO 500 1 & 2;8932;MOLHO SHOYU 500ML DUBOM;ESTUDAR DESATIVAR;CX;Venda;;318;;;;;;;318;;
2025-50;3;TEMPERO 500 1 & 2;8933;MOLHO INGLES 500ML DUBOM;ESTUDAR DESATIVAR;CX;Venda;;170;;;;;;;171;;
2025-50;9;CATCHUP 750-800-830;8974;MOSTARDA AMARELA 800G SADIO;;CX;Venda;;;;;;;;;0;;
2025-50;9;CATCHUP 750-800-830;9025;CATCHUP TRADICIONAL 800G LETO;;CX;Venda;;;1060;;;;;;935;;
2025-50;9;CATCHUP 750-800-830;9073;CATCHUP TRADICIONAL 3,2KG LETO;;CX;Venda;450;;;;;;;;392;;
2025-50;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;;;;;;;;;0;;
2025-50;3;TEMPERO 500 1 & 2;9650;TEMPERO GOURMET FRANGO 500G MR MAKER;;CX;Venda;;;;;;;;;0;;
2025-50;3;TEMPERO 500 1 & 2;9651;TEMPERO GOURMET ERVAS FINAS 500G MR MAKER;;CX;Venda;;;;396;528;;;;758;;
2025-50;3;TEMPERO 500 1 & 2;9654;TEMPERO GOURMET CARNES 500G MR MAKER;;CX;Venda;670;;;700;;;;;1692;;
2025-50;3;TEMPERO 500 1 & 2;9655;TEMPERO GOURMET ALHO E CEBOLA 500G MR MAKER;;CX;Venda;;;;800;;;;;778;;
2025-50;10;TEMPERO PÓ 1;9663;TEMPERO PO CARNES 50G SADIO;;CX;Venda;;;164;;;;;;115;;
2025-50;10;TEMPERO PÓ 1;9665;TEMPERO PO FRANGO 50G SADIO;;CX;Venda;;;;;159;250;;;213;;
2025-50;10;TEMPERO PÓ 1;9666;TEMPERO PO LEGUMES 50G SADIO;;CX;Venda;;;;;;;;;0;;
2025-50;10;TEMPERO PÓ 1;9667;TEMPERO PO MASSAS 50G SADIO;;CX;Venda;;;176;250;150;;;;274;;
2025-50;14;TEMPERO SECO MANUAL 1;9686;SAL DE PARRILLA ALHO 450G MR MAKER;;CX;Venda;;100;;;;100;;;134;;
2025-50;14;TEMPERO SECO MANUAL 1;9688;SAL DE PARRILLA CHIMICHURRI 450G MR MAKER;;CX;Venda;;100;;;;;;;92;;
2025-50;14;TEMPERO SECO MANUAL 1;9694;DRY RUB POTE 160G MR MAKER;;CX;Venda;;;;;;70;;;60;;
2025-50;14;TEMPERO SECO MANUAL 1;9697;PAPRICA DEFUMADA POTE 110G MR MAKER;;CX;Venda;;;;150;70;50;;;149;;
2025-50;17;DETERGENTE 500 1;9880;DETERGENTE LIMAO 500ML TANLUX;;CX;Venda;1530;;;;;;;;1233;;
2025-50;17;DETERGENTE 500 1;9881;DETERGENTE MACA 500ML TANLUX;;CX;Venda;;1530;1530;;;;;;2099;;
2025-50;17;DETERGENTE 500 1;9882;DETERGENTE NEUTRO 500ML TANLUX;;CX;Venda;;;;1260;1530;;;;1828;;
2025-50;17;DETERGENTE 500 1;9883;DETERGENTE COCO 500ML TANLUX;;CX;Venda;;;;;;;;;0;;
2025-50;129;500 MANUAL LIMPA ALUMÍNIO;9884;LIMPA ALUMINIO 500ML TANLUX;;CX;Venda;;;;;185;630;;;408;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9886;DETERGENTE MACA 5L TANLUX;;CX;Venda;;;;400;;;;;307;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9887;DETERGENTE NEUTRO 5L TANLUX;;CX;Venda;150;300;;;;;;;139;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9888;DETERGENTE LIMAO 2L TANLUX;;CX;Venda;;;200;;;;;;200;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;;;;;180;;;;146;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9890;DETERGENTE NEUTRO 2L TANLUX;;CX;Venda;400;;100;;;150;;;118;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9891;AMACIANTE CONFORT/CELESTE 2L TANLUX;;CX;Venda;50;;;;180;;;;308;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9895;AMACIANTE CONFORT/CELESTE 5L TANLUX;;CX;Venda;;210;;;;;;;206;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9896;AMACIANTE FLORAL 5L TANLUX;;CX;Venda;;200;;;;;;;101;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9897;DESINFETANTE LAVANDA 2L TANLUX;;CX;Venda;166;;;;;;;;169;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9899;DESINFETANTE FLORAL 2L TANLUX;;CX;Venda;166;;90;;180;;;;261;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9900;DESINFETANTE EUCALIPTO 2L TANLUX;;CX;Venda;;;;;;;;;0;;
2025-50;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9901;LAVA ROUPA COMFORT BLUE 2L TANLUX;;CX;Venda;;;90;;;150;;;125;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9902;LAVA ROUPA COMFORT BLUE 3L TANLUX;;CX;Venda;150;;600;;;750;;;1778;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9903;LAVA ROUPA COMFORT BLUE 5L TANLUX;;CX;Venda;100;200;;;;;;;237;;
2025-50;19;2000-3000-5000 MANUAL LIMPEZA 1;9907;DESENGRAXANTE DEGREASER CONCENTRADO 5L TANLUX;;CX;Venda;;;50;;;;;;53;;
2025-50;13;TEMPERO SECO SACHE 1;9955;LEMON PEPPER PC 30G SADIO;;CX;Venda;;;260;;;;;;264;;
2025-50;13;TEMPERO SECO SACHE 1;9956;PAPRICA DEFUMADA PC 30G SADIO;;CX;Venda;200;;;;;460;;;1046;;
2025-50;13;TEMPERO SECO SACHE 1;9962;CEBOLA, ALHO E SALSA PC 20G SADIO;;CX;Venda;;;;;;;;;0;;
2025-50;5;MOLHINHO 150 1;10018;MOLHO SHOYU 150ML NORDESTAO;;CX;Venda;;;;;;;;;0;;
2025-50;13;TEMPERO SECO SACHE 1;10074;BOLDO DO CHILE PC 5G SADIO;;CX;Venda;;50;;;;;;;38;;
2025-51;3;TEMPERO 500 1 & 2;6;TEMPERO CASEIRO TRADICIONAL ESCURO VERDE 500G SADIO;ESTUDAR DESATIVAR;CX;Venda;;;;700;;;;;701;;
2025-51;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;2848;;;;;;;;2426;;
2025-51;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;1599;;;;;;;;1056;;
2025-51;5;MOLHINHO 150 1;14;MOLHO INGLES 150ML SADIO;;CX;Venda;;;1379;;;;;;818;;
2025-51;5;MOLHINHO 150 1;16;MOLHO DE PIMENTA 150ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-51;3;TEMPERO 500 1 & 2;18;TEMPERO COMPLETO 500G LETO;;CX;Venda;2112;5212;;;;2848;;;8207;;
2025-51;7;PURO ALHO 200-440-1000-2000 1;29;PURO ALHO 200G SADIO;;CX;Venda;;;;;;;;;0;;
2025-51;7;PURO ALHO 200-440-1000-2000 1;30;PURO ALHO 440G SADIO;;CX;Venda;;;;;;630;;;259;;
2025-51;7;PURO ALHO 200-440-1000-2000 1;31;PURO ALHO 1KG SADIO;;CX;Venda;;;;;630;;;;350;;
2025-51;3;TEMPERO 500 1 & 2;36;TEMPERO COMPLETO 500G REDE MAIS;;CX;Venda;1980;;;;;;;;1916;;
2025-51;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;;1495;;;;;;;1031;;
2025-51;1;VINAGRE 500 1;66;VINAGRE DE ALCOOL 500ML BOM DA REDE;ESTUDAR DESATIVAR;CX;Venda;;;;10;;;;;10;;
2025-51;3;TEMPERO 500 1 & 2;80;MOLHO INGLES 500ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-51;3;TEMPERO 500 1 & 2;82;MOLHO SHOYU 500ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-51;3;TEMPERO 500 1 & 2;450;TEMPERO PARA FRANGO 500G SADIO;;CX;Venda;;1200;;;;;;;1140;;
2025-51;5;MOLHINHO 150 1;926;MOLHO DE PIMENTA AMARELA 150ML SADIO;;CX;Venda;;;252;1008;300;;;;743;;
2025-51;3;TEMPERO 500 1 & 2;1103;TEMPERO COMPLETO 500G FRINEX;;CX;Venda;;146;;;;;;;150;;
2025-51;1;VINAGRE 500 1;1104;VINAGRE DE ALCOOL 500ML FRINEX;;CX;Venda;;;;527;;;;;528;;
2025-51;3;TEMPERO 500 1 & 2;1105;TEMPERO PARA FRANGO 500G FRINEX;;CX;Venda;;306;;;;;;;306;;
2025-51;5;MOLHINHO 150 1;1106;MOLHO INGLES 150ML FRINEX;;CX;Venda;;;126;;;;;;125;;
2025-51;5;MOLHINHO 150 1;1107;MOLHO DE PIMENTA 150ML FRINEX;;CX;Venda;;;;;;;;;0;;
2025-51;20;CATCHUP 180-200-380;1365;CATCHUP TRADICIONAL 200G SADIO;;CX;Venda;;;;;;250;;;181;;
2025-51;20;CATCHUP 180-200-380;1372;MOSTARDA AMARELA 190G SADIO;;CX;Venda;;;;;;208;;;153;;
2025-51;20;CATCHUP 180-200-380;1383;CATCHUP TRADICIONAL 380G SADIO;;CX;Venda;;;;;910;;;;304;;
2025-51;5;MOLHINHO 150 1;1531;MOLHO DE PIMENTA EXTRA FORTE 150ML PINGO;;CX;Venda;;;;;1842;1008;;;1436;;
2025-51;5;MOLHINHO 150 1;1571;MOLHO DE ALHO 150ML FRINEX;;CX;Venda;300;;;;;;;;300;;
2025-51;127;60-5000 MANUAL LIQUIDO 1;2266;VINAGRE DE ALCOOL 5L SADIO;;CX;Venda;;;630;;;204;;;448;;
2025-51;7;PURO ALHO 200-440-1000-2000 1;2875;PURO ALHO 200G FRINEX;;CX;Venda;;;;120;;;;;120;;
2025-51;7;PURO ALHO 200-440-1000-2000 1;2876;PASTA DE ALHO 1KG FRINEX;ESTUDAR DESATIVAR;CX;Venda;;;;;50;;;;50;;
2025-51;1;VINAGRE 500 1;3172;VINAGRE DE ALCOOL 500ML LETO;;CX;Venda;;;;7119;6756;5856;;;14202;;
2025-51;7;PURO ALHO 200-440-1000-2000 1;3179;PASTA DE ALHO 200G LETO;;CX;Venda;;;;985;;;;;530;;
2025-51;13;TEMPERO SECO SACHE 1;3335;COMINHO MOIDO PC 40G SADIO;;CX;Venda;;100;;;;;;;100;;
2025-51;14;TEMPERO SECO MANUAL 1;3337;LOURO PC 4G SADIO;;CX;Venda;;;50;;;;;;20;;
2025-51;13;TEMPERO SECO SACHE 1;3338;CANELA EM CASCA PC 10G SADIO;;CX;Venda;;;;;100;;;;119;;
2025-51;13;TEMPERO SECO SACHE 1;3339;CRAVO PC 10G SADIO;;CX;Venda;;;;;360;;;;161;;
2025-51;13;TEMPERO SECO SACHE 1;3340;BICARBONATO DE SODIO PC 30G SADIO;;CX;Venda;460;;;;;;;;380;;
2025-51;13;TEMPERO SECO SACHE 1;3345;CURRY PC 30G SADIO;;CX;Venda;;130;;;;;;;106;;
2025-51;13;TEMPERO SECO SACHE 1;3350;OREGANO PC 12G SADIO;;CX;Venda;;230;270;;;150;;;504;;
2025-51;12;CANELA 35G PÓ;3356;CANELA PO POTE 35G SADIO;;CX;Venda;210;510;510;;;;;;782;;
2025-51;127;60-5000 MANUAL LIQUIDO 1;3924;MOLHO SHOYU 5L SADIO;;CX;Venda;;;;;;126;;;0;;
2025-51;5;MOLHINHO 150 1;6370;MOLHO SHOYU 150ML FRINEX;;CX;Venda;;143;;;;;;;140;;
2025-51;6;ADOÇANTE 100 1;7526;ADOCANTE LIQUIDO SACARINA 100ML SADIO;;CX;Venda;614;;;;;;;;346;;
2025-51;6;ADOÇANTE 100 1;7528;ADOCANTE LIQUIDO SUCRALOSE 100ML SADIO;;CX;Venda;491;785;;;;;;;868;;
2025-51;6;ADOÇANTE 100 1;7529;ADOCANTE LIQUIDO STEVIA 100ML SADIO;;CX;Venda;;320;780;;;;;;872;;
2025-51;5;MOLHINHO 150 1;7534;MOLHO DE PIMENTA AO LEITE 150ML SADIO;;CX;Venda;100;;;;;;;;32;;
2025-51;14;TEMPERO SECO MANUAL 1;7536;SAL MARINHO MOEDOR 110G MR MAKER;;CX;Venda;;;;10;;;;;10;;
2025-51;14;TEMPERO SECO MANUAL 1;7541;PIMENTA PRETA MOEDOR 50G MR MAKER;;CX;Venda;;;;;50;70;;;40;;
2025-51;3;TEMPERO 500 1 & 2;7568;TEMPERO CASEIRO COMPLETO CLARO AZUL 500G SADIO;;CX;Venda;;;3450;;2848;;;;4865;;
2025-51;5;MOLHINHO 150 1;7875;MOLHO DE PIMENTA AO LEITE 150ML FRINEX;;CX;Venda;143;;;;;;;;126;;
2025-51;9;CATCHUP 750-800-830;8139;VINAGRE DE ALCOOL 750ML SADIO;;CX;Venda;;;;320;248;530;;;567;;
2025-51;9;CATCHUP 750-800-830;8145;MOLHO SHOYU 750ML SADIO;;CX;Venda;;;;530;;;;;373;;
2025-51;9;CATCHUP 750-800-830;8146;CATCHUP TRADICIONAL 830G SADIO;;CX;Venda;1060;1060;100;;;;;;1559;;
2025-51;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;CX;Venda;;;;;1495;1955;1800;;3962;;
2025-51;8;MOLHO DE TOMATE 300 1 & 2;8149;MOLHO DE TOMATE PIZZA 300G SADIO;;CX;Venda;;;;1955;460;;;;1510;;
2025-51;8;MOLHO DE TOMATE 300 1 & 2;8151;MOLHO DE TOMATE MANJERICAO 300G SADIO;;CX;Venda;;;1805;;;;;;1131;;
2025-51;9;CATCHUP 750-800-830;8272;BARBECUE TRADICIONAL 3,4KG SADIO;;CX;Venda;;;340;210;;;;;332;;
2025-51;8;MOLHO DE TOMATE 300 1 & 2;8456;MOLHO DE TOMATE BOLONHESA 300G SADIO;;CX;Venda;670;950;150;;;;;;1446;;
2025-51;45;AZEITONA 80-100-120-1000-1600-1800;8638;AZEITONA VERDE COM CAROÇO POUCH 80G SADIO;;CX;Venda;;;;;550;550;;;0;;
2025-51;45;AZEITONA 80-100-120-1000-1600-1800;8642;AZEITONA VERDE COM CAROÇO POUCH 120G SADIO;;CX;Venda;550;550;486;550;;;;;1207;;
2025-51;9;CATCHUP 750-800-830;8974;MOSTARDA AMARELA 800G SADIO;;CX;Venda;;;;;;177;;;172;;
2025-51;9;CATCHUP 750-800-830;9025;CATCHUP TRADICIONAL 800G LETO;;CX;Venda;;;;;688;;;;422;;
2025-51;9;CATCHUP 750-800-830;9073;CATCHUP TRADICIONAL 3,2KG LETO;;CX;Venda;;;340;;;;;;251;;
2025-51;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;119;119;119;119;;;;;233;;
2025-51;3;TEMPERO 500 1 & 2;9650;TEMPERO GOURMET FRANGO 500G MR MAKER;;CX;Venda;;;;;;;;;0;;
2025-51;11;AÇUCAR/ADOÇANTE PÓ 5-0,5 1;9656;ADOCANTE PO SUCRALOSE 400/0,5G SADIO;;CX;Venda;;;;;;;;;0;;
2025-51;10;TEMPERO PÓ 1;9665;TEMPERO PO FRANGO 50G SADIO;;CX;Venda;170;;;;;;;;68;;
2025-51;10;TEMPERO PÓ 1;9666;TEMPERO PO LEGUMES 50G SADIO;;CX;Venda;;;;350;170;;;;280;;
2025-51;14;TEMPERO SECO MANUAL 1;9684;SAL DE PARRILLA TRADICIONAL 450G MR MAKER;;CX;Venda;140;;;;;;;;129;;
2025-51;14;TEMPERO SECO MANUAL 1;9685;SAL DE PARRILLA DEFUMADO 450G MR MAKER;;CX;Venda;;;;;100;;;;73;;
2025-51;14;TEMPERO SECO MANUAL 1;9686;SAL DE PARRILLA ALHO 450G MR MAKER;;CX;Venda;;190;;;;;;;179;;
2025-51;14;TEMPERO SECO MANUAL 1;9688;SAL DE PARRILLA CHIMICHURRI 450G MR MAKER;;CX;Venda;;120;;;;;;;114;;
2025-51;14;TEMPERO SECO MANUAL 1;9689;SAL DE PARRILLA ERVAS FINAS 450G MR MAKER;;CX;Venda;;;120;;;;;;109;;
2025-51;14;TEMPERO SECO MANUAL 1;9696;LEMON PEPPER POTE 130G MR MAKER;;CX;Venda;;;;;50;;;;70;;
2025-51;14;TEMPERO SECO MANUAL 1;9704;TEMPERO DO CHEF POTE 130G MR MAKER;;CX;Venda;;;;;;120;;;111;;
2025-51;14;TEMPERO SECO MANUAL 1;9872;CHIA PREMIUM POTE 180G MR MAKER;;CX;Venda;;;;;6;;;;4;;
2025-51;17;DETERGENTE 500 1;9880;DETERGENTE LIMAO 500ML TANLUX;;CX;Venda;;1530;;;;;;;1188;;
2025-51;17;DETERGENTE 500 1;9881;DETERGENTE MACA 500ML TANLUX;;CX;Venda;;;;;250;1530;;;1289;;
2025-51;17;DETERGENTE 500 1;9882;DETERGENTE NEUTRO 500ML TANLUX;;CX;Venda;;;;1530;;;;;1107;;
2025-51;17;DETERGENTE 500 1;9883;DETERGENTE COCO 500ML TANLUX;;CX;Venda;1530;;;;1100;;;;1491;;
2025-51;129;500 MANUAL LIMPA ALUMÍNIO;9884;LIMPA ALUMINIO 500ML TANLUX;;CX;Venda;;;630;;;;;;411;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9885;DETERGENTE LIMAO 5L TANLUX;;CX;Venda;;;;300;;;;;398;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9886;DETERGENTE MACA 5L TANLUX;;CX;Venda;;;;;;200;;;0;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9887;DETERGENTE NEUTRO 5L TANLUX;;CX;Venda;;;250;;200;200;;;469;;
2025-51;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9888;DETERGENTE LIMAO 2L TANLUX;;CX;Venda;;;;;;96;;;0;;
2025-51;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;;;;;;96;;;0;;
2025-51;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9890;DETERGENTE NEUTRO 2L TANLUX;;CX;Venda;90;90;;;170;96;;;388;;
2025-51;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9892;AMACIANTE FLORAL 2L TANLUX;;CX;Venda;;;;;;;;;0;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9895;AMACIANTE CONFORT/CELESTE 5L TANLUX;;CX;Venda;;;;300;;;;;307;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9896;AMACIANTE FLORAL 5L TANLUX;;CX;Venda;;;;300;90;;;;309;;
2025-51;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9898;DESINFETANTE PINHO 2L TANLUX;;CX;Venda;;90;;;;;;;82;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9902;LAVA ROUPA COMFORT BLUE 3L TANLUX;;CX;Venda;710;710;710;;310;;;;2137;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9903;LAVA ROUPA COMFORT BLUE 5L TANLUX;;CX;Venda;;;;;300;;;;0;;
2025-51;19;2000-3000-5000 MANUAL LIMPEZA 1;9909;DESINFETANTE LAVANDA CONCENTRADO 5L TANLUX;;CX;Venda;;;;;;;;;0;;
2025-51;13;TEMPERO SECO SACHE 1;9953;CHIMICHURRI PC 15G SADIO;;CX;Venda;;;190;;;;;;170;;
2025-51;13;TEMPERO SECO SACHE 1;9955;LEMON PEPPER PC 30G SADIO;;CX;Venda;;;;310;;;;;177;;
2025-51;13;TEMPERO SECO SACHE 1;9961;TEMPERO DO CHEF PC 30G SADIO;;CX;Venda;;;;;;200;;;190;;
2025-51;5;MOLHINHO 150 1;10018;MOLHO SHOYU 150ML NORDESTAO;;CX;Venda;;504;;;;;;;504;;
2025-52;3;TEMPERO 500 1 & 2;4;TEMPERO SEM PIMENTA 500G SADIO;;CX;Venda;;970;;;;;;;489;;
2025-52;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;;;2848;;;;;;0;;
2025-52;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;;819;;;;;;;562;;
2025-52;5;MOLHINHO 150 1;16;MOLHO DE PIMENTA 150ML SADIO;;CX;Venda;1260;;;;;;;;1067;;
2025-52;3;TEMPERO 500 1 & 2;18;TEMPERO COMPLETO 500G LETO;;CX;Venda;3910;660;;;;;;;3725;;
2025-52;7;PURO ALHO 200-440-1000-2000 1;30;PURO ALHO 440G SADIO;;CX;Venda;170;;;;;;;;51;;
2025-52;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;252;;2142;;;;;;86;;
2025-52;3;TEMPERO 500 1 & 2;80;MOLHO INGLES 500ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-52;3;TEMPERO 500 1 & 2;82;MOLHO SHOYU 500ML SADIO;;CX;Venda;;;;;;;;;0;;
2025-52;5;MOLHINHO 150 1;1107;MOLHO DE PIMENTA 150ML FRINEX;;CX;Venda;252;;;;;;;;252;;
2025-52;20;CATCHUP 180-200-380;1365;CATCHUP TRADICIONAL 200G SADIO;;CX;Venda;;950;;;;;;;594;;
2025-52;20;CATCHUP 180-200-380;1383;CATCHUP TRADICIONAL 380G SADIO;;CX;Venda;310;;;;;;;;304;;
2025-52;20;CATCHUP 180-200-380;1452;BARBECUE TRADICIONAL 380G SADIO;;CX;Venda;200;;;;;;;;198;;
2025-52;5;MOLHINHO 150 1;1531;MOLHO DE PIMENTA EXTRA FORTE 150ML PINGO;;CX;Venda;;30;;;;;;;19;;
2025-52;127;60-5000 MANUAL LIQUIDO 1;2266;VINAGRE DE ALCOOL 5L SADIO;;CX;Venda;;;;;;;;;0;;
2025-52;14;TEMPERO SECO MANUAL 1;3337;LOURO PC 4G SADIO;;CX;Venda;70;60;70;;;;;;103;;
2025-52;13;TEMPERO SECO SACHE 1;3339;CRAVO PC 10G SADIO;;CX;Venda;;;270;;;;;;0;;
2025-52;13;TEMPERO SECO SACHE 1;3349;PIMENTA PRETA MOIDA PC 40G SADIO;;CX;Venda;;;190;;;;;;0;;
2025-52;13;TEMPERO SECO SACHE 1;7303;OREGANO PC 200G SADIO;;CX;Venda;;460;;;;;;;293;;
2025-52;3;TEMPERO 500 1 & 2;7414;EXTRATO DE ALHO 500ML LETO;;CX;Venda;528;;;;;;;;445;;
2025-52;6;ADOÇANTE 100 1;7526;ADOCANTE LIQUIDO SACARINA 100ML SADIO;;CX;Venda;1105;550;;;;;;;851;;
2025-52;6;ADOÇANTE 100 1;7529;ADOCANTE LIQUIDO STEVIA 100ML SADIO;;CX;Venda;;;950;;;;;;0;;
2025-52;14;TEMPERO SECO MANUAL 1;7541;PIMENTA PRETA MOEDOR 50G MR MAKER;;CX;Venda;;;70;;;;;;0;;
2025-52;3;TEMPERO 500 1 & 2;7568;TEMPERO CASEIRO COMPLETO CLARO AZUL 500G SADIO;;CX;Venda;1400;3250;3910;;;;;;2629;;
2025-52;14;TEMPERO SECO MANUAL 1;8059;TEMPERO PARA FRANGO MOEDOR 70G MR MAKER;;CX;Venda;;;;;;;;;0;;
2025-52;9;CATCHUP 750-800-830;8147;BARBECUE TRADICIONAL 830G SADIO;;CX;Venda;744;;;;;;;;359;;
2025-52;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;CX;Venda;1955;1778;1955;;;;;;2470;;
2025-52;45;AZEITONA 80-100-120-1000-1600-1800;8638;AZEITONA VERDE COM CAROÇO POUCH 80G SADIO;;CX;Venda;550;550;;;;;;;642;;
2025-52;45;AZEITONA 80-100-120-1000-1600-1800;8639;AZEITONA VERDE FATIADA POUCH 100G SADIO;;CX;Venda;;;;;;;;;0;;
2025-52;9;CATCHUP 750-800-830;9025;CATCHUP TRADICIONAL 800G LETO;;CX;Venda;;306;;;;;;;244;;
2025-52;9;CATCHUP 750-800-830;9073;CATCHUP TRADICIONAL 3,2KG LETO;;CX;Venda;;340;;;;;;;318;;
2025-52;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;;;;;;;;;0;;
2025-52;3;TEMPERO 500 1 & 2;9650;TEMPERO GOURMET FRANGO 500G MR MAKER;;CX;Venda;750;;;;;;;;730;;
2025-52;3;TEMPERO 500 1 & 2;9654;TEMPERO GOURMET CARNES 500G MR MAKER;;CX;Venda;;700;;;;;;;458;;
2025-52;10;TEMPERO PÓ 1;9663;TEMPERO PO CARNES 50G SADIO;;CX;Venda;170;;;;;;;;132;;
2025-52;14;TEMPERO SECO MANUAL 1;9696;LEMON PEPPER POTE 130G MR MAKER;;CX;Venda;170;;;;;;;;150;;
2025-52;14;TEMPERO SECO MANUAL 1;9697;PAPRICA DEFUMADA POTE 110G MR MAKER;;CX;Venda;;;;;;;;;0;;
2025-52;17;DETERGENTE 500 1;9880;DETERGENTE LIMAO 500ML TANLUX;;CX;Venda;;1350;;;;;;;1330;;
2025-52;17;DETERGENTE 500 1;9881;DETERGENTE MACA 500ML TANLUX;;CX;Venda;;;;;;;;;0;;
2025-52;129;500 MANUAL LIMPA ALUMÍNIO;9884;LIMPA ALUMINIO 500ML TANLUX;;CX;Venda;830;;;;;;;;763;;
2025-52;19;2000-3000-5000 MANUAL LIMPEZA 1;9885;DETERGENTE LIMAO 5L TANLUX;;CX;Venda;;;;;;;;;0;;
2025-52;19;2000-3000-5000 MANUAL LIMPEZA 1;9886;DETERGENTE MACA 5L TANLUX;;CX;Venda;;200;;;;;;;0;;
2025-52;19;2000-3000-5000 MANUAL LIMPEZA 1;9887;DETERGENTE NEUTRO 5L TANLUX;;CX;Venda;;200;;;;;;;126;;
2025-52;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9888;DETERGENTE LIMAO 2L TANLUX;;CX;Venda;200;;;;;;;;132;;
2025-52;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;200;;;;;;;;151;;
2025-52;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9890;DETERGENTE NEUTRO 2L TANLUX;;CX;Venda;100;;;;;;;;63;;
